"ID","Family","Genus","Species","Authority1","Infraname","Authority2"
"6323","Plantaginaceae","Linaria","pelisseriana","(L.) Mill.",NA,NA
"2589","Plantaginaceae","Linaria","simplex","(Willd.) DC.",NA,NA
"2590","Plantaginaceae","Linaria","spartea","(L.) Willd.",NA,NA
"7002","Plantaginaceae","Linaria","supina","(L.) Chaz.",NA,NA
"2683","Plantaginaceae","Misopates","orontium","(L.) Rafin",NA,NA
"2817","Plantaginaceae","Plantago","afra","L.",NA,NA
"2818","Plantaginaceae","Plantago","albicans","L.",NA,NA
"2819","Plantaginaceae","Plantago","alpina","L.",NA,NA
"2820","Plantaginaceae","Plantago","bellardii","All.",NA,NA
"2821","Plantaginaceae","Plantago","coronopus","L.",NA,NA
"6720","Plantaginaceae","Plantago","crassifolia","Forskal",NA,NA
"4540","Plantaginaceae","Plantago","cretica","L.",NA,NA
"5520","Plantaginaceae","Plantago","indica","L.",NA,NA
"2822","Plantaginaceae","Plantago","lagopus","L.",NA,NA
"2823","Plantaginaceae","Plantago","lanceolata","L.",NA,NA
"2824","Plantaginaceae","Plantago","major","L.",NA,NA
"7008","Plantaginaceae","Plantago","media","L.",NA,NA
"4778","Plantaginaceae","Plantago","nivalis","Boiss.",NA,NA
"2825","Plantaginaceae","Plantago","ovata","Forskal",NA,NA
"5656","Plantaginaceae","Plantago","sarcophylla","Zohary",NA,NA
"2826","Plantaginaceae","Plantago","sempervirens","Crantz",NA,NA
"6325","Plantaginaceae","Plantago","weldenii","Rchb.",NA,NA
"3221","Plantaginaceae","Veronica","arvensis","L.",NA,NA
"4461","Plantaginaceae","Veronica","cantabrica","(M. Laínz) C. Aedo",NA,NA
"3222","Plantaginaceae","Veronica","cymbalaria","Bodard",NA,NA
"6784","Plantaginaceae","Veronica","persica","Poiret",NA,NA
"3223","Plantaginaceae","Veronica","polita","Fries",NA,NA
"3225","Plantaginaceae","Veronica","triphyllos","L.",NA,NA
"3226","Plantaginaceae","Veronica","urticifolia","Jacq.",NA,NA
"3227","Plantaginaceae","Veronica","verna","L.",NA,NA
"5429","Platanaceae","Platanus","orientalis","L.",NA,NA
"4425","Plumbaginaceae","Armeria","caespitosa","(Ortega) Boiss.",NA,NA
"4780","Plumbaginaceae","Armeria","filicaulis","(Boiss.) Boiss.",NA,NA
"6933","Plumbaginaceae","Armeria","rouyana","Daveau",NA,NA
"1869","Plumbaginaceae","Armeria","velutina","Welw. ex Boiss. & Reuter",NA,NA
"2587","Plumbaginaceae","Limonium","carthaginense","(Rouy) C.E. Hubb & Sandwith",NA,NA
"6708","Plumbaginaceae","Limonium","cossonianum","Kuntze",NA,NA
"6710","Plumbaginaceae","Limonium","echioides","(L.) Miller",NA,NA
"6828","Plumbaginaceae","Limonium","insigne","(Cosson) O. Kuntze",NA,NA
"6849","Plumbaginaceae","Limonium","sinuatum","(L.) Miller",NA,NA
"5433","Plumbaginaceae","Plumbago","europaea","L.",NA,NA
"1777","Poaceae","Aegilops","geniculata","Roth",NA,NA
"4598","Poaceae","Aegilops","kotschyi","Boiss.",NA,NA
"6327","Poaceae","Aegilops","lorentii","Hochst.",NA,NA
"6766","Poaceae","Aegilops","neglecta","Req. ex Bertol.",NA,NA
"5639","Poaceae","Aegilops","sharonensis","Eig",NA,NA
"6145","Poaceae","Aegilops","speltoides","Tausch",NA,NA
"1778","Poaceae","Aegilops","triuncialis","L.",NA,NA
"6329","Poaceae","Aegilops","umbellulata","Zhuk.",NA,NA
"4530","Poaceae","Aegilops","uniaristata","Vis.",NA,NA
"1780","Poaceae","Agropyron","cristatum","(L.) Gaertner",NA,NA
"1781","Poaceae","Agrostis","capillaris","L.",NA,NA
"1782","Poaceae","Agrostis","castellana","Boiss. & Reuter",NA,NA
"1783","Poaceae","Agrostis","curtisii","Kerguélen",NA,NA
"1784","Poaceae","Agrostis","delicatula","Pourret ex Lapeyr.",NA,NA
"4614","Poaceae","Agrostis","nebulosa","Boiss. & Reut.",NA,NA
"1785","Poaceae","Agrostis","pourretii","Willd.",NA,NA
"1786","Poaceae","Agrostis","stolonifera","L.",NA,NA
"1787","Poaceae","Agrostis","tenerrima","Trin.",NA,NA
"1790","Poaceae","Aira","caryophyllea","L.","ssp. caryophyllea",NA
"1789","Poaceae","Aira","caryophyllea","L.",NA,NA
"1791","Poaceae","Aira","elegantissima","Schur",NA,NA
"4616","Poaceae","Airopsis","tenella","(Cav.) Ascherson & Graebner",NA,NA
"4911","Poaceae","Ammophila","arenaria","(L.) Link","ssp. arundicea","H. Lindb."
"6497","Poaceae","Ammophila","arenaria","(L.) Link",NA,NA
"1811","Poaceae","Ampelodesmos","mauritanica","(Poiret) T. Durand & Schinz",NA,NA
"1817","Poaceae","Andropogon","distachyos","L.",NA,NA
"4620","Poaceae","Anthoxanthum","aristatum","Boiss.",NA,NA
"1829","Poaceae","Anthoxanthum","odoratum","L.",NA,NA
"6331","Poaceae","Apera","intermedia","Hack.",NA,NA
"6333","Poaceae","Apera","spica-venti","(L.) P.Beauv.",NA,NA
"1871","Poaceae","Arrhenatherum","album","(Vahl) W.D. Clayton",NA,NA
"1872","Poaceae","Arrhenatherum","elatius","(L.) Beauv. ex J. & C. Presl",NA,NA
"5188","Poaceae","Arundo","donax","L.",NA,NA
"6076","Poaceae","Avena","barbata","Pott ex Link","ssp. barbata",NA
"1906","Poaceae","Avena","barbata","Pott ex Link",NA,NA
"6335","Poaceae","Avena","eriantha","Durieu",NA,NA
"5792","Poaceae","Avena","fatua","L.",NA,NA
"3291","Poaceae","Avena","sativa","L.",NA,NA
"1910","Poaceae","Avena","sterilis","L.","ssp. sterilis",NA
"1909","Poaceae","Avena","sterilis","L.",NA,NA
"1907","Poaceae","Avenula","bromoides","(Gouan) H. Scholz",NA,NA
"3373","Poaceae","Avenula","pratensis","(L.) Dumort.","ssp. iberica","(St.-Yves) O. Bolòs et Vigo"
"6337","Poaceae","Bothriochloa","ischaemum","(L.) Keng",NA,NA
"1935","Poaceae","Brachypodium","distachyon","(L.) Beauv.",NA,NA
"3384","Poaceae","Brachypodium","gaditanum","Talavera",NA,NA
"1937","Poaceae","Brachypodium","phoenicoides","(L.) Roemer & Schultes",NA,NA
"1938","Poaceae","Brachypodium","pinnatum","(L.) Beauv.",NA,NA
"1939","Poaceae","Brachypodium","retusum","(Pers.) Beauv.",NA,NA
"1941","Poaceae","Brachypodium","sylvaticum","(Hudson) Beauv.",NA,NA
"4511","Poaceae","Briza","humilis","Bieb.",NA,NA
"1943","Poaceae","Briza","maxima","L.",NA,NA
"1944","Poaceae","Briza","media","L.",NA,NA
"1945","Poaceae","Briza","minor","L.",NA,NA
"1946","Poaceae","Bromus","alopecuros","Poiret",NA,NA
"6339","Poaceae","Bromus","arvensis","L.",NA,NA
"4513","Poaceae","Bromus","benekenii","(Lange) Trimen",NA,NA
"4626","Poaceae","Bromus","diandrus","Roth",NA,NA
"1947","Poaceae","Bromus","erectus","Hudson",NA,NA
"4602","Poaceae","Bromus","fasciculatus","C. Presl",NA,NA
"1948","Poaceae","Bromus","hordeaceus","L.",NA,NA
"3292","Poaceae","Bromus","intermedius","Guss.",NA,NA
"4604","Poaceae","Bromus","lanceolatus","Roth",NA,NA
"1949","Poaceae","Bromus","madritensis","L.",NA,NA
"6136","Poaceae","Bromus","psammophilus","P.M. Sm.",NA,NA
"6147","Poaceae","Bromus","rigidus","Roth",NA,NA
"1950","Poaceae","Bromus","rubens","L.",NA,NA
"1952","Poaceae","Bromus","squarrosus","L.",NA,NA
"3293","Poaceae","Bromus","sterilis","L.",NA,NA
"3385","Poaceae","Bromus","syriacus","Boiss. & Blanche",NA,NA
"1954","Poaceae","Bromus","tectorum","L.",NA,NA
"1969","Poaceae","Calamagrostis","varia","(Schrader) Host",NA,NA
"6341","Poaceae","Catapodium","rigidum","(L.) C.E.Hubb.",NA,NA
"2099","Poaceae","Chrysopogon","gryllus","(L.) Trin.",NA,NA
"4606","Poaceae","Crithopsis","delileana","(Schultes) Roshev.",NA,NA
"6116","Poaceae","Cutandia","memphitica","(Spreng.) Benth.",NA,NA
"2202","Poaceae","Cynodon","dactylon","(L.) Pers.",NA,NA
"2204","Poaceae","Cynosurus","cristatus","L.",NA,NA
"2205","Poaceae","Cynosurus","echinatus","L.",NA,NA
"2206","Poaceae","Cynosurus","elegans","Desf.",NA,NA
"3304","Poaceae","Dactylis","glomerata","L.",NA,NA
"2227","Poaceae","Danthonia","decumbens","(L.) DC.",NA,NA
"2229","Poaceae","Dasypyrum","villosum","(L.) P. Candargy",NA,NA
"6945","Poaceae","Deschampsia","cespitosa","(L.) Beauv.",NA,NA
"2234","Poaceae","Deschampsia","flexuosa","(L.) Trin.",NA,NA
"6768","Poaceae","Dichanthium","ischaemum","(L.) Roberty",NA,NA
"2245","Poaceae","Digitaria","sanguinalis","(L.) Scop.",NA,NA
"5834","Poaceae","Echinaria","capitata","(L.) Desf.",NA,NA
"5697","Poaceae","Elymus","farctus","(Viv.) Runemark ex Melderis",NA,NA
"2265","Poaceae","Elymus","pungens","(Pers.) Melderis",NA,NA
"2326","Poaceae","Festuca","ampla","Hackel",NA,NA
"2327","Poaceae","Festuca","arundinacea","Schreber",NA,NA
"4813","Poaceae","Festuca","christianii-bernardii","Kerguélen",NA,NA
"2329","Poaceae","Festuca","elegans","Boiss.",NA,NA
"2331","Poaceae","Festuca","heterophylla","Lam.",NA,NA
"4429","Poaceae","Festuca","hystrix","Boiss.",NA,NA
"2328","Poaceae","Festuca","lemanii","Bast.",NA,NA
"2332","Poaceae","Festuca","nevadensis","(Hackel) Markgr.-Dannenb.",NA,NA
"2333","Poaceae","Festuca","ovina","L.",NA,NA
"2334","Poaceae","Festuca","paniculata","(L.) Schinz & Thell.",NA,NA
"2335","Poaceae","Festuca","rubra","L.",NA,NA
"1712","Poaceae","Gastridium","phleoides","(Nees & Meyen) C.E. Hubbard",NA,NA
"2386","Poaceae","Gastridium","ventricosum","(Gouan) Schinz & Thell.",NA,NA
"2387","Poaceae","Gaudinia","fragilis","(L.) Beauv.",NA,NA
"2462","Poaceae","Helictotrichon","filifolium","(Lag.) Henrard",NA,NA
"6900","Poaceae","Helictotrichon","marginatum","(Lowe) Röser",NA,NA
"2485","Poaceae","Holcus","lanatus","L.",NA,NA
"2486","Poaceae","Holcus","mollis","L.",NA,NA
"2487","Poaceae","Hordeum","bulbosum","L.",NA,NA
"5869","Poaceae","Hordeum","murinum","L.","ssp. leporinum","(Link) Arcangeli"
"2488","Poaceae","Hordeum","murinum","L.",NA,NA
"2493","Poaceae","Hyparrhenia","hirta","(L.) Stapf",NA,NA
"2538","Poaceae","Koeleria","macrantha","(Ledebs.) Schultes",NA,NA
"5997","Poaceae","Koeleria","nitidula","Velen.",NA,NA
"2539","Poaceae","Koeleria","vallesiana","(Honckeny) Gaudin",NA,NA
"2543","Poaceae","Lagurus","ovatus","L.",NA,NA
"2544","Poaceae","Lamarckia","aurea","(L.) Moench",NA,NA
"7004","Poaceae","Lolium","multiflorum","Lam.",NA,NA
"2610","Poaceae","Lolium","perenne","L.",NA,NA
"2611","Poaceae","Lolium","rigidum","Gaudin",NA,NA
"2616","Poaceae","Lophochloa","cristata","(L.) Hyl.",NA,NA
"2633","Poaceae","Lygeum","spartum","L.",NA,NA
"4413","Poaceae","Melica","bauhinii","All.",NA,NA
"2662","Poaceae","Melica","ciliata","L.",NA,NA
"2663","Poaceae","Melica","minuta","L.",NA,NA
"2664","Poaceae","Melica","uniflora","Retz.",NA,NA
"2675","Poaceae","Mibora","minima","(L.) Desv.",NA,NA
"2680","Poaceae","Micropyrum","tenellum","(L.) Link",NA,NA
"2685","Poaceae","Molineriella","minuta","(L.) Rouy",NA,NA
"2686","Poaceae","Molinia","caerulea","(L.) Moench",NA,NA
"2698","Poaceae","Narduroides","salzmannii","(Boiss.) Rouy",NA,NA
"4728","Poaceae","Nardus","stricta","L.",NA,NA
"2760","Poaceae","Parapholis","incurva","(L.) C.E. Hubbard",NA,NA
"2770","Poaceae","Paspalum","paspalodes","(Michx) Scribner",NA,NA
"2783","Poaceae","Phalaris","aquatica","L.",NA,NA
"6343","Poaceae","Phalaris","brachystachys","Link.",NA,NA
"2781","Poaceae","Phalaris","coerulescens","Desf.",NA,NA
"2782","Poaceae","Phalaris","paradoxa","L.",NA,NA
"6500","Poaceae","Phleum","crypsoides","(d'Urv.) Hack.",NA,NA
"4711","Poaceae","Phleum","graecum","Boiss. & Heldr.",NA,NA
"4937","Poaceae","Phleum","pratense","L.",NA,NA
"6345","Poaceae","Phleum","subulatum","(Savi) Asch. & Graebn.",NA,NA
"4913","Poaceae","Phragmites","australis","(Cav.) Trin. ex Steudel",NA,NA
"2749","Poaceae","Piptatherum","coerulescens","(Desf.) Beauv.",NA,NA
"3324","Poaceae","Piptatherum","miliaceum","(L.) Cosson",NA,NA
"2828","Poaceae","Poa","angustifolia","L.",NA,NA
"2829","Poaceae","Poa","annua","L.",NA,NA
"2830","Poaceae","Poa","bulbosa","L.",NA,NA
"2831","Poaceae","Poa","nemoralis","L.",NA,NA
"6646","Poaceae","Poa","pratensis","L.",NA,NA
"5999","Poaceae","Poa","timoleontis","Heldr. ex Boiss.",NA,NA
"2832","Poaceae","Poa","trivialis","L.","ssp. trivialis",NA
"6966","Poaceae","Poa","trivialis","L.",NA,NA
"6788","Poaceae","Polypogon","maritimus","Willd.","ssp. maritimus",NA
"4713","Poaceae","Polypogon","monspeliensis","(L.) Desf.",NA,NA
"2844","Poaceae","Polypogon","viridis","(Gouan) Breistr.",NA,NA
"2864","Poaceae","Pseudarrhenatherum","longifolium","(Thore) Rouy",NA,NA
"6724","Poaceae","Psilurus","incurvus","(Gouan) Schinz & Thell.",NA,NA
"6347","Poaceae","Rostraria","berythea","(Boiss. & Blanche) Holub",NA,NA
"6668","Poaceae","Rostraria","festucoides","(Link) Romero Zarco",NA,NA
"6095","Poaceae","Saccharum","ravennae","(L.) L.",NA,NA
"4185","Poaceae","Saccharum","strictum","(Host) Sprengel",NA,NA
"3028","Poaceae","Sesleria","albicans","Kit. ex Schultes",NA,NA
"6502","Poaceae","Sesleria","doerfleri","Hayek",NA,NA
"6097","Poaceae","Sporobolus","virginicus","(L.) Kunth",NA,NA
"3081","Poaceae","Stipa","bromoides","(L.) Dorfler",NA,NA
"6899","Poaceae","Stipa","calamagrostis","(L.) Wahlenb.",NA,NA
"3082","Poaceae","Stipa","capensis","Thunb.",NA,NA
"3083","Poaceae","Stipa","lagascae","Roemer & Schultes",NA,NA
"3084","Poaceae","Stipa","offneri","Breistr.",NA,NA
"3085","Poaceae","Stipa","parviflora","Desf.",NA,NA
"3086","Poaceae","Stipa","pennata","L.",NA,NA
"3087","Poaceae","Stipa","tenacissima","L.",NA,NA
"5962","Poaceae","Taeniatherum","caput-medusae","(L.) Nevski",NA,NA
"3882","Poaceae","Themeda","triandra","Forsskal",NA,NA
"3255","Poaceae","Vulpia","ciliata","Dumort.",NA,NA
"6123","Poaceae","Vulpia","fasciculata","(Forssk.) Samp.",NA,NA
"3256","Poaceae","Vulpia","geniculata","(L.) Link",NA,NA
"3257","Poaceae","Vulpia","muralis","(Kunth) Nees",NA,NA
"3258","Poaceae","Vulpia","myuros","(L.) C.C. Gmelin",NA,NA
"3259","Poaceae","Vulpia","unilateralis","(L.) Stace",NA,NA
"2834","Polygalaceae","Polygala","calcarea","F.W. Schultz",NA,NA
"2835","Polygalaceae","Polygala","chamaebuxus","L.",NA,NA
"2836","Polygalaceae","Polygala","microphylla","L.",NA,NA
"6352","Polygalaceae","Polygala","monspeliaca","L.",NA,NA
"4915","Polygalaceae","Polygala","nicaeensis","Risso ex Koch","ssp. mediterranea","Chodat"
"2837","Polygalaceae","Polygala","nicaeensis","Risoo ex Koch",NA,NA
"2838","Polygalaceae","Polygala","rupestris","Pourret",NA,NA
"2839","Polygalaceae","Polygala","vulgaris","L.",NA,NA
"5844","Polygonaceae","Fallopia","convolvulus","(L.) A. Löve",NA,NA
"2755","Polygonaceae","Oxyria","digyna","(L.) Hill",NA,NA
"2842","Polygonaceae","Polygonum","equisetiforme","Sm.",NA,NA
"4396","Polygonaceae","Polygonum","maritimum","L.",NA,NA
"4394","Polygonaceae","Polygonum","romanum","Jacq.",NA,NA
"2942","Polygonaceae","Rumex","acetosa","L.",NA,NA
"2944","Polygonaceae","Rumex","acetosella","L.","ssp. multifidus","(L.) Arcangeli"
"2943","Polygonaceae","Rumex","acetosella","L.",NA,NA
"2945","Polygonaceae","Rumex","bucephalophorus","L.",NA,NA
"2946","Polygonaceae","Rumex","conglomeratus","Murray",NA,NA
"2947","Polygonaceae","Rumex","crispus","L.",NA,NA
"6728","Polygonaceae","Rumex","intermedius","DC.",NA,NA
"5643","Polygonaceae","Rumex","occultans","Sam.",NA,NA
"6807","Polygonaceae","Rumex","pictus","Forssk.",NA,NA
"5926","Polygonaceae","Rumex","pulcher","L.","ssp. woodsii","(De Not.) Arcangeli"
"2948","Polygonaceae","Rumex","pulcher","L.",NA,NA
"2949","Polygonaceae","Rumex","scutatus","L.",NA,NA
"6078","Polygonaceae","Rumex","tuberosus","L.",NA,NA
"2843","Polypodiaceae","Polypodium","interjectum","Shivas",NA,NA
"1813","Primulaceae","Anagallis","arvensis","L.",NA,NA
"1814","Primulaceae","Anagallis","foemina","Miller",NA,NA
"6920","Primulaceae","Androsace","maxima","L.",NA,NA
"1896","Primulaceae","Asterolinon","linum-stellatum","(L.) Duby",NA,NA
"2151","Primulaceae","Coris","monspeliensis","L.",NA,NA
"4370","Primulaceae","Cyclamen","balearicum","Willk.",NA,NA
"2198","Primulaceae","Cyclamen","graecum","Link",NA,NA
"6356","Primulaceae","Cyclamen","hederifolium","Aiton",NA,NA
"2199","Primulaceae","Cyclamen","persicum","Miller",NA,NA
"4372","Primulaceae","Cyclamen","repandum","Sibth. & Sm.",NA,NA
"4374","Primulaceae","Lysimachia","ephemerum","L.",NA,NA
"6358","Primulaceae","Lysimachia","linum-stellatum","L.",NA,NA
"4376","Primulaceae","Lysimachia","vulgaris","L.",NA,NA
"2855","Primulaceae","Primula","auricula","L.",NA,NA
"4782","Primulaceae","Primula","elatior","(L.) Hill","ssp. lofthousei","(H.-Harrison) W.W. Sm. & Fletcher"
"2856","Primulaceae","Primula","glaucescens","Moretti",NA,NA
"2857","Primulaceae","Primula","vulgaris","Hudson",NA,NA
"2873","Primulaceae","Punica","granatum","L.",NA,NA
"4918","Primulaceae","Samolus","valerandi","L.",NA,NA
"4618","Pteridaceae","Anogramma","leptophylla","(L.) Link",NA,NA
"6902","Ranunculaceae","Anemone","alpina","L.",NA,NA
"6360","Ranunculaceae","Anemone","blanda","Schott et Kotschy",NA,NA
"1819","Ranunculaceae","Anemone","coronaria","L.",NA,NA
"6901","Ranunculaceae","Anemone","hepatica","L.",NA,NA
"6903","Ranunculaceae","Anemone","montana","Hopp",NA,NA
"1820","Ranunculaceae","Anemone","nemorosa","L.",NA,NA
"1821","Ranunculaceae","Anemone","palmata","L.",NA,NA
"1822","Ranunculaceae","Anemone","pavonina","Lam.",NA,NA
"1823","Ranunculaceae","Anemone","ranunculoides","L.",NA,NA
"4799","Ranunculaceae","Anemone","trifolia","L.",NA,NA
"1846","Ranunculaceae","Aquilegia","atrata","Koch",NA,NA
"1847","Ranunculaceae","Aquilegia","einseleana","F.W. Schultz",NA,NA
"4398","Ranunculaceae","Aquilegia","viscosa","Gouan",NA,NA
"4730","Ranunculaceae","Aquilegia","vulgaris","L.","ssp. nevadensis","(Boiss. & Reuter) Díaz"
"4400","Ranunculaceae","Aquilegia","vulgaris","L.",NA,NA
"2123","Ranunculaceae","Clematis","alpina","(L.) Miller",NA,NA
"2124","Ranunculaceae","Clematis","cirrhosa","L.",NA,NA
"2125","Ranunculaceae","Clematis","flammula","L.",NA,NA
"2126","Ranunculaceae","Clematis","recta","L.",NA,NA
"2127","Ranunculaceae","Clematis","vitalba","L.",NA,NA
"6504","Ranunculaceae","Consolida","ajacis","(L.) Schur",NA,NA
"4784","Ranunculaceae","Delphinium","emarginatum","C. Presl","ssp. nevadense","(G. Kunze) C. Blanché & Molero"
"6506","Ranunculaceae","Delphinium","fissum","Waldst. & Kit.","ssp. sordidum","(Cuatrec.) Amich, E.Rico & J. Sánchez"
"4634","Ranunculaceae","Delphinium","gracile","DC.",NA,NA
"2465","Ranunculaceae","Helleborus","foetidus","L.",NA,NA
"2466","Ranunculaceae","Helleborus","niger","L.",NA,NA
"4506","Ranunculaceae","Helleborus","odorus","W. & K. ex Willd.","ssp. cyclophyllus","(A.Braun) Strid"
"5648","Ranunculaceae","Nigella","arvensis","L.",NA,NA
"1001","Ranunculaceae","Nigella","ciliaris","DC.",NA,NA
"6912","Ranunculaceae","Nigella","damascena","L.",NA,NA
"2895","Ranunculaceae","Ranunculus","arvensis","L.",NA,NA
"2897","Ranunculaceae","Ranunculus","bulbosus","L.","ssp. bulbosus",NA
"2896","Ranunculaceae","Ranunculus","bulbosus","L.",NA,NA
"6362","Ranunculaceae","Ranunculus","chius","DC.",NA,NA
"2898","Ranunculaceae","Ranunculus","ficaria","L.",NA,NA
"4832","Ranunculaceae","Ranunculus","gramineus","L.",NA,NA
"2899","Ranunculaceae","Ranunculus","macrophyllus","Desf.",NA,NA
"6364","Ranunculaceae","Ranunculus","marginatus","d'Urv.",NA,NA
"1732","Ranunculaceae","Ranunculus","millefolius","Banks. & Sol.",NA,NA
"6366","Ranunculaceae","Ranunculus","muricatus","L.",NA,NA
"4443","Ranunculaceae","Ranunculus","ollissiponensis","Pers.","ssp. alpinus","(Boiss. & Reuter) Grau"
"2900","Ranunculaceae","Ranunculus","paludosus","Poiret",NA,NA
"2902","Ranunculaceae","Ranunculus","thora","L.",NA,NA
"2903","Ranunculaceae","Ranunculus","trilobus","Desf.",NA,NA
"3127","Ranunculaceae","Thalictrum","minus","L.",NA,NA
"4402","Ranunculaceae","Thalictrum","tuberosum","L.",NA,NA
"4392","Resedaceae","Reseda","jacquinii","Reichenb.",NA,NA
"6857","Resedaceae","Reseda","lanceolata","Lag.",NA,NA
"2909","Resedaceae","Reseda","lutea","L.",NA,NA
"2910","Resedaceae","Reseda","luteola","L.",NA,NA
"6726","Resedaceae","Reseda","paui","Valdés-Bermejo & Kaercher",NA,NA
"2911","Resedaceae","Reseda","phyteuma","L.",NA,NA
"2912","Resedaceae","Reseda","stricta","Pers.",NA,NA
"5921","Resedaceae","Reseda","undata","L.",NA,NA
"4795","Rhamnaceae","Frangula","alnus","Miller",NA,NA
"4508","Rhamnaceae","Paliurus","spina-christi","Miller",NA,NA
"2915","Rhamnaceae","Rhamnus","alaternus","L.",NA,NA
"6041","Rhamnaceae","Rhamnus","alpina","L.","ssp. alpina",NA
"6583","Rhamnaceae","Rhamnus","alpina","L.",NA,NA
"5736","Rhamnaceae","Rhamnus","cathartica","L.",NA,NA
"6080","Rhamnaceae","Rhamnus","hirtellus","Boiss.",NA,NA
"3328","Rhamnaceae","Rhamnus","lycioides","L.","ssp. graecus","(Boiss. & Reut.) Tutin"
"2917","Rhamnaceae","Rhamnus","lycioides","L.","ssp. lycioides",NA
"2918","Rhamnaceae","Rhamnus","lycioides","L.","ssp. oleoides","(L.) Jahandiez & Maire"
"2916","Rhamnaceae","Rhamnus","lycioides","L.",NA,NA
"4064","Rhamnaceae","Rhamnus","palaestina","Boiss.",NA,NA
"5738","Rhamnaceae","Rhamnus","punctata","Boiss.",NA,NA
"4159","Rhamnaceae","Rhamnus","pyrellus","O. Schwarz",NA,NA
"2920","Rhamnaceae","Rhamnus","saxatilis","Jacq.",NA,NA
"5441","Rhamnaceae","Ziziphus","jujuba","Mill.",NA,NA
"3264","Rhamnaceae","Ziziphus","lotus","(L.) Lam.",NA,NA
"5439","Rhamnaceae","Ziziphus","spina-christi","(L.) Desf.",NA,NA
"6024","Rosaceae","Agrimonia","eupatoria","L.",NA,NA
"3355","Rosaceae","Amelanchier","ovalis","Medik.",NA,NA
"3367","Rosaceae","Aphanes","arvensis","L.",NA,NA
"3368","Rosaceae","Aphanes","microcarpa","(Boiss. & Reuter) Rothm.",NA,NA
"3371","Rosaceae","Aruncus","dioicus","(Walter) Fernald",NA,NA
"6587","Rosaceae","Cotoneaster","granatensis","Boiss.",NA,NA
"5443","Rosaceae","Cotoneaster","nummularius","Fisch. & C.A.Mey.",NA,NA
"3468","Rosaceae","Crataegus","azarolus","L.","var. aronia","L."
"5445","Rosaceae","Crataegus","azarolus","L.",NA,NA
"5567","Rosaceae","Crataegus","laevigata","(Poir.) DC.",NA,NA
"3470","Rosaceae","Crataegus","monogyna","Jacq.","var. monogyna",NA
"3469","Rosaceae","Crataegus","monogyna","Jacq.",NA,NA
"5447","Rosaceae","Crataegus","x sinaica","Boiss.",NA,NA
"5449","Rosaceae","Cydonia","oblonga","Mill.",NA,NA
"3519","Rosaceae","Filipendula","vulgaris","Moench",NA,NA
"3520","Rosaceae","Fragaria","vesca","L.",NA,NA
"4922","Rosaceae","Malus","domestica","Borkh.",NA,NA
"5603","Rosaceae","Malus","sylvestris","(L.) Mill.",NA,NA
"5734","Rosaceae","Malus","trilobata","(Labill. ex Poir.) C.K. Schneid.",NA,NA
"3676","Rosaceae","Potentilla","alba","L.",NA,NA
"3677","Rosaceae","Potentilla","caulescens","L.",NA,NA
"4939","Rosaceae","Potentilla","crantzii","(Crantz) Beck ex Fritsch",NA,NA
"3678","Rosaceae","Potentilla","erecta","(L.) Raeusche",NA,NA
"3679","Rosaceae","Potentilla","neumanniana","Rchb.",NA,NA
"5918","Rosaceae","Potentilla","reptans","L.",NA,NA
"5453","Rosaceae","Prunus","avium","(L.) L.",NA,NA
"3680","Rosaceae","Prunus","dulcis","(Miller) D.A. Webb",NA,NA
"3681","Rosaceae","Prunus","mahaleb","L.",NA,NA
"3682","Rosaceae","Prunus","spinosa","L.",NA,NA
"5457","Rosaceae","Pyracantha","coccinea","M.Roem.",NA,NA
"3684","Rosaceae","Pyrus","amygdaliformis","Vill.",NA,NA
"4565","Rosaceae","Pyrus","bourgaeana","Decne.",NA,NA
"3685","Rosaceae","Pyrus","communis","L.",NA,NA
"6931","Rosaceae","Pyrus","pyraster","(L.) Burgsd.",NA,NA
"3686","Rosaceae","Pyrus","spinosa","Forssk.",NA,NA
"5460","Rosaceae","Pyrus","syriaca","Boiss.",NA,NA
"3707","Rosaceae","Rosa","canina","L.",NA,NA
"3708","Rosaceae","Rosa","micrantha","Borrer ex Sm.",NA,NA
"3709","Rosaceae","Rosa","pouzinii","Tratt.",NA,NA
"3710","Rosaceae","Rosa","sempervirens","L.",NA,NA
"4183","Rosaceae","Rubus","canescens","DC.","var. glabratus","(Godr.) P.H. Davis & Meikle"
"3716","Rosaceae","Rubus","canescens","DC.",NA,NA
"3717","Rosaceae","Rubus","plicatus","Weihe & Nees",NA,NA
"3877","Rosaceae","Rubus","sanctus","Schreber",NA,NA
"5463","Rosaceae","Rubus","sanguineus","Friv.",NA,NA
"3720","Rosaceae","Rubus","ulmifolius","Schott",NA,NA
"3724","Rosaceae","Sanguisorba","minor","Scop.","ssp. magnolii","(Spach) Briq."
"6556","Rosaceae","Sanguisorba","minor","Scop.","ssp. minor",NA
"3723","Rosaceae","Sanguisorba","minor","Scop.",NA,NA
"6733","Rosaceae","Sanguisorba","rupicola","(Boiss. & Reut.) A.Braun & C.D.Bouch",NA,NA
"3725","Rosaceae","Sarcopoterium","spinosum","(L.) Spach",NA,NA
"3759","Rosaceae","Sorbus","aria","(L.) Crantz",NA,NA
"3760","Rosaceae","Sorbus","aucuparia","L.",NA,NA
"3761","Rosaceae","Sorbus","domestica","L.",NA,NA
"5465","Rosaceae","Sorbus","graeca","(Spach) Lodd. ex S.Schauer",NA,NA
